economy,,0
CZE,YR2002,0.59807592805511
CZE,YR2003,0.6295920403358918
CZE,YR2004,0.6889291378010279
CZE,YR2005,0.770868033738587
CZE,YR2006,0.8560808016091563
CZE,YR2007,0.965116613269005
CZE,YR2008,1.0211541067097125
CZE,YR2009,1.0622221354094856
CZE,YR2010,1.1993611095994907
CZE,YR2011,1.2763002749214756
CZE,YR2012,1.3141692081038667
CZE,YR2013,1.3357710357883075
CZE,YR2014,1.4662138929956419
CZE,YR2015,1.583561214667963
CZE,YR2016,1.5714545028492384
CZE,YR2017,1.584062316472096
CZE,YR2018,1.4653532930796898
DEU,YR2002,0.8673416820127463
DEU,YR2003,0.8768341008214584
DEU,YR2004,0.9141145030082556
DEU,YR2005,1.0181747120769198
DEU,YR2006,1.0346789521194595
DEU,YR2007,1.086879824966634
DEU,YR2008,1.1192764758273273
DEU,YR2009,1.1654519084547887
DEU,YR2010,1.189236132977846
DEU,YR2011,1.2552929472436014
DEU,YR2012,1.3109369113947393
DEU,YR2013,1.31105495457564
DEU,YR2014,1.3394707498533633
DEU,YR2015,1.3031868833437097
DEU,YR2016,1.3150861005415886
DEU,YR2017,1.3042230832422401
DEU,YR2018,1.2592139834107106
FRA,YR2002,0.8276232097866073
FRA,YR2003,0.8380769253627345
FRA,YR2004,0.8734533886609968
FRA,YR2005,0.9376060271826813
FRA,YR2006,0.9717967932519797
FRA,YR2007,0.9935766035213947
FRA,YR2008,1.0323094722286357
FRA,YR2009,1.0550586092332326
FRA,YR2010,1.0571310495101727
FRA,YR2011,1.0806029263068049
FRA,YR2012,1.106096441425087
FRA,YR2013,1.1155941879530875
FRA,YR2014,1.105365483479802
FRA,YR2015,1.0808062754807517
FRA,YR2016,1.0645099108412155
FRA,YR2017,1.0475644676874778
FRA,YR2018,0.9879960120519938
GBR,YR2002,1.2601289607247401
GBR,YR2003,1.2668424066915578
GBR,YR2004,1.3210991449026266
GBR,YR2005,1.4062649676233288
GBR,YR2006,1.4485961632834716
GBR,YR2007,1.487428187612099
GBR,YR2008,1.4781132782786155
GBR,YR2009,1.5062457979580344
GBR,YR2010,1.4942957107680204
GBR,YR2011,1.5147313077814775
GBR,YR2012,1.5407313774372662
GBR,YR2013,1.547342620625383
GBR,YR2014,1.538409516020622
GBR,YR2015,1.5298188612578996
GBR,YR2016,1.514460561870522
GBR,YR2017,1.5006120526544366
GBR,YR2018,1.4697621787813797
MLT,YR2002,0.139884687942743
MLT,YR2003,0.1942887536316241
MLT,YR2004,0.15421115065243182
MLT,YR2005,0.1860913147481391
MLT,YR2006,0.20687970629743305
MLT,YR2007,0.2614795291155673
MLT,YR2008,0.4328263052086208
MLT,YR2009,0.39032479386729446
MLT,YR2010,0.4568789987165507
MLT,YR2011,0.46818395841140803
MLT,YR2012,0.5854847772053291
MLT,YR2013,0.6722116971502486
MLT,YR2014,0.6591064944150149
MLT,YR2015,0.706724817044262
MLT,YR2016,0.7333602719630355
MLT,YR2017,0.8460488163436246
MLT,YR2018,0.8708086581515795
ROU,YR2002,0.11437842928205597
ROU,YR2003,0.12571702124089532
ROU,YR2004,0.13469578329933765
ROU,YR2005,0.16638003797898515
ROU,YR2006,0.1751232438227101
ROU,YR2007,0.25140087751835444
ROU,YR2008,0.3496233178943781
ROU,YR2009,0.44386575525984134
ROU,YR2010,0.5121779064034142
ROU,YR2011,0.499075618606908
ROU,YR2012,0.5128667887956123
ROU,YR2013,0.5065400073950296
ROU,YR2014,0.5059722048026671
ROU,YR2015,0.5509689933434317
ROU,YR2016,0.5335122095340602
ROU,YR2017,0.5635673396646997
ROU,YR2018,0.5312224471948965
SVN,YR2002,0.8890916657057051
SVN,YR2003,1.0502206457477028
SVN,YR2004,0.9373954688304327
SVN,YR2005,1.1497775027318526
SVN,YR2006,1.1624631017087321
SVN,YR2007,1.3323475984107997
SVN,YR2008,1.4768794191506918
SVN,YR2009,1.5410539651286554
SVN,YR2010,1.5487680997059918
SVN,YR2011,1.7604658515044747
SVN,YR2012,1.7181122120361136
SVN,YR2013,1.7164323652044489
SVN,YR2014,1.6982705942831648
SVN,YR2015,1.724088467776835
SVN,YR2016,1.6258991342548967
SVN,YR2017,1.6689411669057312
SVN,YR2018,1.5459565435841949
